"","Suburb","Rooms","Type","Price","Method","SellerG","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","CouncilArea","Lattitude","Longtitude","Regionname","Propertycount"
"9089","284",2,"1",822500,"6","34","24","187","7","2","2","1",228,"18",-37.8034,144.8855,"8","109"
"9090","284",2,"1",990000,"3","48","25","187","7","2","1","2",306,"18",-37.8037,144.8893,"8","109"
"9091","284",3,"1",1080000,"8","364","25","187","7","3","1","0",234,"18",-37.8051,144.8858,"8","109"
"9093","284",3,"1",1126000,"3","168","25","187","7","3","1","0",357,"18",-37.8103,144.8962,"8","109"
"9094","284",2,"1",1025000,"6","340","25","187","7","2","1","0",248,"18",-37.8083,144.8896,"8","109"
"9095","284",5,"1",1275000,"6","168","25","187","7","5","3","1",386,"18",-37.8078,144.8846,"8","109"
"9096","284",3,"1",881000,"3","168","26","187","7","2","1","2",217,"18",-37.8075,144.8909,"8","109"
"9097","284",2,"1",955000,"6","168","29","187","7","2","1","0",148,"18",-37.8084,144.8907,"8","109"
"9098","284",4,"1",1455000,"6","168","29","187","7","4","2","3",571,"18",-37.809,144.8865,"8","109"
"9099","284",1,"3",215000,"8","126","34","187","7","1","1","1",0,"18",-37.8087,144.8978,"8","109"
"9101","284",2,"3",533000,"3","168","36","187","7","2","1","1",0,"18",-37.8042,144.892,"8","109"
"9102","284",3,"1",1200000,"3","48","36","187","7","2","1","1",374,"18",-37.8057,144.8882,"8","109"
"9104","284",4,"1",970000,"8","168","37","187","7","2","2","1",149,"18",-37.8047,144.8948,"8","109"
"9105","284",2,"3",355000,"3","340","41","187","7","2","1","1",0,"18",-37.8066,144.8971,"8","109"
"9107","284",3,"1",1032000,"6","364","42","187","7","3","1","0",224,"18",-37.8067,144.8934,"8","109"
"9108","284",2,"1",887000,"3","168","44","187","7","2","1","1",170,"18",-37.8082,144.8928,"8","109"
"9110","284",3,"1",965000,"3","380","48","187","7","3","1","1",283,"18",-37.8064,144.8944,"8","109"
"9113","284",4,"1",920000,"1","34","51","187","7","2","1","0",274,"18",-37.8039,144.8929,"8","109"
"9114","284",4,"1",1270000,"3","168","51","187","7","3","1","1",352,"18",-37.8059,144.8899,"8","109"
"9115","284",3,"1",1310000,"3","246","52","187","7","3","2","1",229,"18",-37.8032,144.8892,"8","109"
"9116","284",2,"1",815000,"3","71","62","187","7","2","1","0",172,"18",-37.81,144.8896,"8","109"
"9117","284",2,"1",701000,"1","364","62","187","7","2","1","0",164,"18",-37.8078,144.8979,"8","109"
"9118","288",2,"3",593000,"3","93","59","79","172","2","2","1",0,"28",-37.8341,144.9713,"7","260"
"9120","288",3,"1",1600000,"6","214","59","79","172","3","2","1",88,"28",-37.8363,144.9628,"7","260"
"9122","288",2,"1",920500,"3","126","61","79","172","2","1","0",114,"28",-37.8344,144.9686,"7","260"
"9123","288",4,"1",1620000,"3","126","61","79","172","4","2","0",163,"28",-37.8355,144.951,"7","260"
"9124","288",1,"1",1002000,"3","214","61","79","172","1","1","0",84,"28",-37.8332,144.9548,"7","260"
"9125","288",2,"1",1355000,"3","214","61","79","172","2","1","0",101,"28",-37.8359,144.9644,"7","260"
"9127","288",3,"1",1270000,"3","139","65","79","172","3","1","0",149,"28",-37.8374,144.9495,"7","260"
"9129","288",3,"1",2633000,"3","214","65","79","172","3","1","0",276,"28",-37.838,144.9489,"7","260"
"9130","288",3,"1",1405000,"1","126","66","79","172","3","1","1",181,"28",-37.8365,144.9631,"7","260"
"9132","288",2,"3",575000,"6","126","66","79","172","2","2","1",0,"28",-37.8311,144.9679,"7","260"
"9133","288",1,"3",760500,"3","214","66","79","172","2","0","0",438,"28",-37.8353,144.96,"7","260"
"9134","288",4,"1",2260000,"1","214","71","79","172","5","3","0",190,"28",-37.8377,144.9653,"7","260"
"9135","288",2,"1",1150000,"3","126","71","79","172","2","1","0",113,"28",-37.8373,144.9493,"7","260"
"9136","288",3,"1",1595000,"6","214","71","79","172","3","2","0",171,"28",-37.8391,144.9501,"7","260"
"9137","288",2,"3",595000,"3","139","73","79","172","2","1","1",0,"28",-37.8369,144.968,"7","260"
"9138","288",2,"3",490000,"3","93","73","79","172","2","1","1",0,"28",-37.8341,144.9713,"7","260"
"9139","288",3,"1",1250000,"3","126","76","79","172","3","2","0",224,"28",-37.8329,144.9529,"7","260"
"9141","288",3,"3",862000,"3","126","4","79","172","3","2","2",0,"28",-37.8311,144.9679,"7","260"
"9144","288",4,"1",2180000,"3","214","5","79","172","4","3","1",200,"28",-37.836,144.965,"7","260"
"9145","288",2,"1",930000,"6","65","6","79","172","2","1","0",115,"28",-37.8345,144.9685,"7","260"
"9146","288",2,"3",600000,"3","126","11","79","172","2","1","1",0,"28",-37.834,144.9665,"7","260"
"9147","288",3,"1",1200000,"8","126","13","79","172","3","2","0",113,"28",-37.8346,144.9688,"7","260"
"9150","288",2,"3",612000,"3","126","14","79","172","2","1","1",0,"28",-37.8346,144.9673,"7","260"
"9153","288",1,"3",380000,"8","65","17","79","172","1","1","1",0,"28",-37.8342,144.9679,"7","260"
"9155","288",3,"1",2000000,"3","65","17","79","172","3","2","1",161,"28",-37.8383,144.9499,"7","260"
"9156","288",2,"3",1500000,"8","126","18","79","172","2","2","2",0,"28",-37.8369,144.968,"7","260"
"9157","288",2,"1",2000000,"1","126","18","79","172","2","2","1",141,"28",-37.8389,144.9612,"7","260"
"9159","288",2,"3",1050000,"8","214","24","79","172","2","2","2",0,"28",-37.8372,144.9672,"7","260"
"9160","288",2,"1",1100000,"8","126","24","79","172","2","1","2",185,"28",-37.8337,144.9507,"7","260"
"9161","288",3,"1",1250000,"8","126","24","79","172","3","2","1",108,"28",-37.8363,144.9509,"7","260"
"9162","288",3,"1",1650000,"8","214","24","79","172","3","2","0",204,"28",-37.8357,144.9531,"7","260"
"9165","288",3,"1",770000,"3","139","25","79","172","3","2","1",2325,"28",-37.8346,144.9673,"7","260"
"9166","288",2,"3",561000,"3","233","25","79","172","2","1","1",0,"28",-37.8308,144.9694,"7","260"
"9167","288",3,"1",1825000,"3","214","26","79","172","3","2","2",151,"28",-37.8383,144.9632,"7","260"
"9168","288",2,"1",1200000,"8","126","26","79","172","2","2","1",131,"28",-37.839,144.948,"7","260"
"9169","288",3,"3",1550000,"1","214","26","79","172","3","4","2",0,"28",-37.8337,144.966,"7","260"
"9170","288",3,"1",891000,"3","126","29","79","172","3","2","1",0,"28",-37.8341,144.9661,"7","260"
"9171","288",3,"2",1450000,"3","65","29","79","172","3","2","1",146,"28",-37.8331,144.9665,"7","260"
"9172","288",2,"3",1360000,"3","65","34","79","172","2","1","2",0,"28",-37.8335,144.9611,"7","260"
"9173","288",3,"1",1390000,"1","126","34","79","172","3","2","1",138,"28",-37.8351,144.9675,"7","260"
"9174","288",4,"1",1615000,"3","214","34","79","172","4","3","2",577,"28",-37.8357,144.9502,"7","260"
"9176","288",1,"3",480000,"3","139","37","79","172","1","1","1",0,"28",-37.8369,144.968,"7","260"
"9177","288",3,"2",1185000,"3","268","37","79","172","3","2","1",111,"28",-37.8341,144.9541,"7","260"
"9178","288",3,"1",2300000,"3","315","41","79","172","3","2","2",0,"28",-37.8352,144.952,"7","260"
"9180","288",3,"1",1720000,"3","65","42","79","172","3","1","0",130,"28",-37.8398,144.9493,"7","260"
"9181","288",1,"3",320000,"8","93","49","79","172","1","1","0",0,"28",-37.8341,144.9713,"7","260"
"9182","288",3,"3",742000,"6","126","49","79","172","3","2","2",0,"28",-37.8319,144.9682,"7","260"
"9183","288",3,"1",2075000,"3","214","49","79","172","3","2","0",141,"28",-37.8333,144.9576,"7","260"
"9184","288",3,"1",2525000,"3","214","49","79","172","3","2","1",234,"28",-37.8355,144.9663,"7","260"
"9189","288",2,"3",560000,"6","51","62","79","172","2","2","1",0,"28",-37.8331,144.9683,"7","260"
"9190","288",2,"3",690000,"8","65","62","79","172","2","2","2",0,"28",-37.8361,144.9682,"7","260"
"9193","290",1,"3",430000,"3","139","59","127","112","2","1","1",0,"20",-37.8351,144.9909,"7","53"
"9194","290",2,"3",722000,"6","171","59","127","112","2","1","1",0,"20",-37.8393,144.9886,"7","53"
"9195","290",2,"3",930000,"3","139","59","127","112","2","2","2",0,"20",-37.8361,144.9966,"7","53"
"9196","290",1,"3",467500,"6","221","59","127","112","1","1","1",0,"20",-37.8363,145.0003,"7","53"
"9197","290",2,"3",475000,"1","51","59","127","112","2","1","0",0,"20",-37.8391,144.9984,"7","53"
"9198","290",2,"3",850000,"1","184","61","127","112","2","2","2",0,"20",-37.8411,144.9944,"7","53"
"9199","290",3,"3",1230000,"3","184","61","127","112","3","2","2",0,"20",-37.8453,144.9849,"7","53"
"9200","290",2,"3",965000,"3","139","61","127","112","2","2","2",2143,"20",-37.8393,144.9886,"7","53"
"9201","290",1,"3",315000,"1","139","61","127","112","1","1","0",14500,"20",-37.8372,144.9963,"7","53"
"9202","290",3,"1",1510000,"3","184","61","127","112","3","5","0",241,"20",-37.8407,144.9962,"7","53"
"9206","290",1,"3",402000,"3","200","61","127","112","1","1","1",0,"20",-37.8392,144.9947,"7","53"
"9207","290",3,"3",1880000,"3","3","61","127","112","3","2","2",0,"20",-37.8399,145.0003,"7","53"
"9209","290",1,"3",422000,"3","139","65","127","112","1","1","0",0,"20",-37.837,144.9881,"7","53"
"9211","290",2,"3",535000,"3","139","65","127","112","2","1","1",0,"20",-37.8374,144.9918,"7","53"
"9212","290",2,"3",990000,"4","380","65","127","112","2","2","2",0,"20",-37.8379,144.9913,"7","53"
"9214","290",2,"3",695000,"1","184","65","127","112","2","1","0",0,"20",-37.8361,144.9842,"7","53"
"9216","290",2,"3",978500,"3","139","65","127","112","2","2","2",17200,"20",-37.8361,144.9966,"7","53"
"9217","290",2,"3",863000,"3","139","65","127","112","2","2","1",742,"20",-37.8357,144.9867,"7","53"
"9219","290",2,"3",680000,"3","171","65","127","112","2","1","1",0,"20",-37.8338,144.9858,"7","53"
"9220","290",2,"3",840000,"1","171","65","127","112","2","2","1",0,"20",-37.8439,144.9974,"7","53"
"9222","290",1,"3",450000,"6","315","66","127","112","1","1","1",0,"20",-37.8421,144.9978,"7","53"
"9223","290",3,"3",750000,"3","214","66","127","112","3","2","2",0,"20",-37.8453,144.9849,"7","53"
"9224","290",2,"3",650000,"1","315","66","127","112","2","1","1",0,"20",-37.8344,144.9916,"7","53"
"9227","290",2,"3",775000,"6","139","66","127","112","2","1","1",0,"20",-37.8394,144.9886,"7","53"
"9228","290",2,"3",572000,"6","139","66","127","112","2","1","1",0,"20",-37.8368,144.9857,"7","53"
"9229","290",1,"3",510000,"3","28","66","127","112","1","1","1",0,"20",-37.8361,144.9966,"7","53"
"9230","290",3,"2",1460000,"1","139","66","127","112","2","2","1",181,"20",-37.8334,144.9867,"7","53"
"9231","290",1,"3",465000,"3","34","70","127","112","1","1","1",0,"20",-37.8456,145.0005,"7","53"
"9232","290",2,"3",801000,"3","34","70","127","112","2","2","1",0,"20",-37.8361,144.9966,"7","53"
"9233","290",2,"3",623500,"6","139","71","127","112","2","1","1",0,"20",-37.8426,144.993,"7","53"
"9234","290",1,"3",409000,"3","63","71","127","112","1","1","1",0,"20",-37.8414,144.991,"7","53"
"9235","290",1,"3",370000,"6","214","71","127","112","1","1","1",0,"20",-37.8423,144.997,"7","53"
"9236","290",3,"2",1250000,"3","184","73","127","112","3","2","1",80,"20",-37.8416,144.9923,"7","53"
"9237","290",1,"3",480000,"3","139","73","127","112","1","1","1",0,"20",-37.8361,144.9966,"7","53"
"9238","290",2,"1",2325000,"3","315","73","127","112","2","2","2",355,"20",-37.8392,144.9883,"7","53"
"9239","290",2,"3",659000,"6","171","73","127","112","2","1","1",0,"20",-37.8314,144.9877,"7","53"
"9240","290",2,"3",780000,"1","380","76","127","112","2","1","1",0,"20",-37.8343,144.9899,"7","53"
"9241","290",2,"3",865000,"3","380","76","127","112","2","2","1",0,"20",-37.8361,144.9966,"7","53"
"9242","290",2,"1",1455000,"3","171","76","127","112","2","1","0",225,"20",-37.8421,144.9876,"7","53"
"9243","290",2,"2",1365000,"3","184","76","127","112","3","2","1",1302,"20",-37.8377,145.0021,"7","53"
"9244","290",1,"3",411000,"3","139","76","127","112","1","1","1",1369,"20",-37.8405,145.0025,"7","53"
"9246","290",1,"3",360500,"3","139","76","127","112","1","1","1",0,"20",-37.8404,145.0045,"7","53"
"9247","290",2,"3",1300000,"1","380","76","127","112","2","2","2",0,"20",-37.8376,144.9847,"7","53"
"9248","290",2,"3",1300000,"1","380","76","127","112","2","2","1",0,"20",-37.8376,144.9847,"7","53"
"9249","290",3,"3",1630000,"1","171","4","127","112","3","1","1",0,"20",-37.8359,144.9839,"7","53"
"9251","290",2,"3",625000,"3","380","5","127","112","2","1","1",1283,"20",-37.8359,144.9921,"7","53"
"9253","290",2,"1",2430000,"3","34","5","127","112","2","1","2",367,"20",-37.842,144.9873,"7","53"
"9254","290",1,"3",490000,"3","315","5","127","112","1","1","1",0,"20",-37.8425,145.0009,"7","53"
"9255","290",1,"3",955000,"1","380","5","127","112","1","1","1",0,"20",-37.8357,144.991,"7","53"
"9256","290",1,"3",380000,"3","139","5","127","112","1","1","1",0,"20",-37.8415,144.991,"7","53"
"9258","290",2,"3",601000,"3","34","5","127","112","2","1","1",0,"20",-37.8406,145.0033,"7","53"
"9259","290",1,"3",450000,"1","139","6","127","112","1","1","0",0,"20",-37.8332,144.9901,"7","53"
"9262","290",2,"1",1500000,"3","63","9","127","112","2","1","2",141,"20",-37.8408,144.9977,"7","53"
"9263","290",2,"3",1030000,"8","330","9","127","112","2","2","1",0,"20",-37.8407,145.0043,"7","53"
"9264","290",1,"3",555000,"3","380","11","127","112","1","1","1",630,"20",-37.8356,144.9773,"7","53"
"9265","290",4,"1",5700000,"3","63","11","127","112","4","2","0",292,"20",-37.8377,144.9894,"7","53"
"9267","290",3,"1",2300000,"1","380","11","127","112","3","2","1",350,"20",-37.8422,144.9884,"7","53"
"9269","290",1,"3",515000,"6","139","11","127","112","1","1","1",0,"20",-37.8375,145.0012,"7","53"
"9270","290",3,"1",2695000,"1","214","11","127","112","3","2","1",215,"20",-37.8361,144.9831,"7","53"
"9271","290",3,"1",2870000,"3","214","11","127","112","3","2","2",350,"20",-37.8451,145.0019,"7","53"
"9273","290",2,"3",805000,"3","380","11","127","112","2","1","1",0,"20",-37.8359,144.9801,"7","53"
"9275","290",2,"3",370000,"1","151","11","127","112","2","1","1",0,"20",-37.8374,144.9871,"7","53"
"9276","290",1,"3",360000,"8","264","11","127","112","1","1","1",0,"20",-37.8339,144.9872,"7","53"
"9277","290",1,"3",310000,"1","51","11","127","112","1","1","1",0,"20",-37.8444,145.0037,"7","53"
"9279","290",2,"1",1036500,"3","139","13","127","112","2","1","0",105,"20",-37.8403,144.9893,"7","53"
"9280","290",2,"3",627500,"3","139","13","127","112","2","1","1",0,"20",-37.8407,145.004,"7","53"
"9281","290",3,"3",1072000,"3","184","13","127","112","3","0","0",0,"20",-37.8407,145.0043,"7","53"
"9282","290",1,"3",425000,"1","34","13","127","112","1","1","1",0,"20",-37.837,144.9931,"7","53"
"9284","290",1,"3",330000,"8","171","14","127","112","1","1","1",0,"20",-37.8437,144.9904,"7","53"
"9285","290",2,"3",450000,"8","139","14","127","112","2","1","1",0,"20",-37.8374,144.9871,"7","53"
"9286","290",2,"3",550000,"3","139","14","127","112","2","1","1",0,"20",-37.8406,145.0035,"7","53"
"9287","290",1,"3",400000,"3","200","14","127","112","1","1","1",1424,"20",-37.8402,145.0029,"7","53"
"9289","290",3,"1",1700000,"3","139","17","127","112","3","2","2",141,"20",-37.844,144.9867,"7","53"
"9290","290",2,"3",613000,"3","184","17","127","112","2","1","1",0,"20",-37.845,145.0012,"7","53"
"9291","290",2,"3",1240000,"3","315","17","127","112","2","2","2",0,"20",-37.8343,144.9888,"7","53"
"9292","290",2,"3",832000,"3","380","17","127","112","2","1","1",0,"20",-37.8342,144.9842,"7","53"
"9294","290",2,"3",693000,"3","34","17","127","112","2","1","1",2122,"20",-37.8383,145.0014,"7","53"
"9295","290",2,"3",551000,"3","380","17","127","112","2","1","0",0,"20",-37.8383,145.0011,"7","53"
"9296","290",3,"3",740000,"3","34","17","127","112","3","1","1",0,"20",-37.8376,145.0012,"7","53"
"9297","290",3,"1",2285000,"3","184","17","127","112","3","2","2",221,"20",-37.8416,144.9959,"7","53"
"9298","290",3,"1",3000000,"8","214","17","127","112","3","3","2",191,"20",-37.836,144.9824,"7","53"
"9299","290",1,"3",450000,"3","151","17","127","112","1","1","1",0,"20",-37.8384,144.9886,"7","53"
"9300","290",2,"3",515000,"8","135","18","127","112","2","1","1",734,"20",-37.8433,144.9962,"7","53"
"9302","290",3,"3",805000,"3","184","24","127","112","3","2","3",6111,"20",-37.8453,144.9849,"7","53"
"9303","290",2,"3",630000,"3","347","24","127","112","2","1","1",0,"20",-37.8361,144.9921,"7","53"
"9304","290",2,"3",600000,"3","171","24","127","112","2","1","2",0,"20",-37.8336,144.9882,"7","53"
"9305","290",3,"1",1780000,"6","171","24","127","112","3","2","1",198,"20",-37.8472,145.0026,"7","53"
"9306","290",1,"1",2115000,"3","214","24","127","112","1","1","1",569,"20",-37.8428,144.991,"7","53"
"9308","290",1,"3",523000,"3","139","24","127","112","1","1","0",0,"20",-37.8458,145.0034,"7","53"
"9311","290",4,"3",2050000,"8","315","25","127","112","4","2","1",979,"20",-37.8344,144.9857,"7","53"
"9313","290",4,"1",2600000,"1","380","25","127","112","4","2","2",141,"20",-37.8366,144.9827,"7","53"
"9315","290",1,"3",320000,"8","171","25","127","112","1","1","0",0,"20",-37.8437,144.9904,"7","53"
"9316","290",3,"1",2395000,"3","139","25","127","112","3","1","2",442,"20",-37.8432,144.9906,"7","53"
"9318","290",2,"3",920000,"3","381","25","127","112","2","2","0",0,"20",-37.84,144.9988,"7","53"
"9320","290",1,"3",400000,"3","139","26","127","112","1","1","1",0,"20",-37.8355,144.9884,"7","53"
"9321","290",3,"1",1810000,"3","139","26","127","112","3","1","1",211,"20",-37.8442,144.9928,"7","53"
"9323","290",1,"3",612000,"3","139","26","127","112","1","1","1",607,"20",-37.8328,144.9866,"7","53"
"9327","290",1,"3",567500,"3","139","29","127","112","1","1","1",0,"20",-37.8368,144.9848,"7","53"
"9328","290",1,"3",540000,"3","139","34","127","112","1","1","1",480,"20",-37.8356,144.9767,"7","53"
"9329","290",2,"3",803000,"3","139","34","127","112","2","1","1",0,"20",-37.8374,144.9903,"7","53"
"9330","290",3,"2",2010000,"8","184","34","127","112","3","2","1",163,"20",-37.8425,144.9877,"7","53"
"9331","290",3,"1",1945000,"3","171","34","127","112","3","2","1",194,"20",-37.8395,144.9898,"7","53"
"9332","290",3,"1",906000,"3","171","34","127","112","3","1","0",154,"20",-37.8395,144.9868,"7","53"
"9334","290",1,"3",367000,"3","139","34","127","112","1","1","0",0,"20",-37.8406,145.0035,"7","53"
"9336","290",2,"1",1130000,"3","139","36","127","112","2","1","1",132,"20",-37.8446,144.9896,"7","53"
"9337","290",2,"3",500000,"8","3","36","127","112","2","1","1",0,"20",-37.835,145.0002,"7","53"
"9339","290",1,"3",310000,"6","139","37","127","112","1","1","1",0,"20",-37.8319,144.9876,"7","53"
"9341","290",2,"1",1100000,"8","106","41","127","112","2","1","0",176,"20",-37.8436,144.9925,"7","53"
"9342","290",1,"3",410000,"3","139","41","127","112","1","1","0",0,"20",-37.8427,145.0006,"7","53"
"9344","290",3,"1",1125000,"1","347","41","127","112","2","1","0",146,"20",-37.8454,144.9888,"7","53"
"9346","290",2,"3",840000,"3","28","42","127","112","2","2","1",0,"20",-37.8361,144.9966,"7","53"
"9349","290",3,"1",1400000,"8","214","42","127","112","3","2","2",0,"20",-37.8433,145.0001,"7","53"
"9352","290",2,"3",635000,"3","28","42","127","112","2","1","1",855,"20",-37.8336,144.9882,"7","53"
"9353","290",2,"3",680500,"3","380","42","127","112","2","1","1",0,"20",-37.837,144.9907,"7","53"
"9354","290",3,"1",1800000,"8","171","42","127","112","3","2","3",510,"20",-37.8418,144.986,"7","53"
"9355","290",1,"3",280000,"1","214","42","127","112","1","1","0",0,"20",-37.8423,144.997,"7","53"
"9357","290",2,"3",613000,"3","139","44","127","112","2","1","1",0,"20",-37.838,145.0011,"7","53"
